run_id,algorithm,variant,instance_id,n_usvs,n_tasks,seed,epoch,timestamp,elapsed_sec,train_reward_avg,train_reward_std,train_makespan_avg,train_makespan_min,train_makespan_std,success_rate,n_trajectories,n_success,n_failed,eval_makespan,eval_success,best_eval_makespan,best_eval_epoch,gap_to_best_rule_percent,best_rule_name,best_rule_makespan,random_makespan,actor_loss,critic_loss,entropy,lr_actor_encoder,lr_actor,lr_critic_encoder,lr_critic,lr_shared_encoder,hidden_dim,hgnn_layers,n_heads,ppo_epochs,vectorized_update,update_batch_size,update_micro_batch_size,max_update_pairs,update_shuffle,gamma,gae_lambda,clip_epsilon,entropy_coef,reward_normalization,best_model_path,rollout_time_sec,update_time_sec,epoch_time_sec,batch_prepare_time_sec,actor_update_time_sec,critic_update_time_sec,effective_update_batch_size,effective_update_micro_batch_size,pairs_per_state,protocol,visit_index,steps_collected,rollout_time_per_decision_ms,eval_steps,eval_solve_time_sec,eval_time_per_decision_ms,exploration_epsilon
REINFORCE_baseline_public25_seed0_20260810_001022,REINFORCE,baseline,u2_t20,2,20,0,1,2026-08-10 00:10:26,3.551577699952759,,,1793.9328598737598,1637.6548196801305,169.94916397966904,1.0,8,8,0,1824.9674398427821,1,1824.9674398427821,1,47.71355847475493,MinBattery_NearestTask,1235.4772701211982,1648.142715048298,-0.5284532308578491,,1.768449068069458,,,,,,256,3,4,,,,,,,0.99,,,0.01,,models\best_REINFORCE_u2_t20_seed0.pth,,,3.54379359993618,,,,,,,round_robin,1,160,,20,0.10004170006141067,5.002085003070533,
REINFORCE_baseline_public25_seed0_20260810_001022,REINFORCE,baseline,u2_t40,2,40,0,2,2026-08-10 00:10:31,8.614167199935764,,,3154.7321285249286,2978.840120215907,222.35914789389147,1.0,8,8,0,2350.1119430607437,1,2350.1119430607437,2,31.298250758909145,MinBattery_NearestTask,1789.903467469675,2985.7040913621695,-0.5208295583724976,,2.1868975162506104,,,,,,256,3,4,,,,,,,0.99,,,0.01,,models\best_REINFORCE_u2_t40_seed0.pth,,,5.036531199933961,,,,,,,round_robin,1,320,,40,0.24508039990905672,6.127009997726418,
REINFORCE_baseline_public25_seed0_20260810_001022,REINFORCE,baseline,u2_t60,2,60,0,3,2026-08-10 00:10:40,17.710735799977556,,,4608.680653637248,4382.350772841745,248.7052176398149,1.0,8,8,0,3170.6311702805724,1,3170.6311702805724,3,27.27290955399328,MinBattery_NearestTask,2491.2066372895233,4452.979979969232,-0.41664355993270874,,2.4794530868530273,,,,,,256,3,4,,,,,,,0.99,,,0.01,,models\best_REINFORCE_u2_t60_seed0.pth,,,9.082238800008781,,,,,,,round_robin,1,480,,60,0.3728710999712348,6.214518332853913,
REINFORCE_baseline_public25_seed0_20260810_001022,REINFORCE,baseline,u2_t80,2,80,0,4,2026-08-10 00:10:52,30.286023099906743,,,5421.299216784131,5087.330666093177,248.8972132271032,1.0,8,8,0,3252.9830483209266,1,3252.9830483209266,4,27.513964511388966,MinBattery_NearestTask,2551.0798450866023,5725.724036335487,-0.13820607960224152,,2.7608773708343506,,,,,,256,3,4,,,,,,,0.99,,,0.01,,models\best_REINFORCE_u2_t80_seed0.pth,,,12.560789599898271,,,,,,,round_robin,1,640,,80,0.6246427000733092,7.8080337509163655,
REINFORCE_baseline_public25_seed0_20260810_001022,REINFORCE,baseline,u2_t100,2,100,0,5,2026-08-10 00:11:06,44.32166579994373,,,7048.422673325046,6791.865253195068,239.35190165372816,1.0,8,8,0,3914.5411724202113,1,3914.5411724202113,5,19.481806649983195,MinBattery_NearestTask,3276.265468505754,6667.618839462179,0.358157753944397,,3.018714427947998,,,,,,256,3,4,,,,,,,0.99,,,0.01,,models\best_REINFORCE_u2_t100_seed0.pth,,,14.021549299941398,,,,,,,round_robin,1,800,,100,0.7717911000363529,7.717911000363529,
REINFORCE_baseline_public25_seed0_20260810_001022,REINFORCE,baseline,u4_t20,4,20,0,6,2026-08-10 00:11:09,46.91321779997088,,,1114.9272900183166,987.9959441368003,67.34153751061999,1.0,8,8,0,945.2263577805687,1,945.2263577805687,6,48.89645306681209,MinBattery_NearestTask,634.8212723082338,1116.781447019792,-0.6021384000778198,,2.092257022857666,,,,,,256,3,4,,,,,,,0.99,,,0.01,,models\best_REINFORCE_u4_t20_seed0.pth,,,2.5767873000586405,,,,,,,round_robin,1,160,,20,0.17538869997952133,8.769434998976067,
REINFORCE_baseline_public25_seed0_20260810_001022,REINFORCE,baseline,u4_t40,4,40,0,7,2026-08-10 00:11:14,51.818805899936706,,,1769.5893537590373,1684.1408086245087,52.128617924972595,1.0,8,8,0,1286.2983485157724,1,1286.2983485157724,7,6.47198081801907,MinBattery_NearestTask,1208.1097192267905,1809.9456757002988,-0.5726330280303955,,2.4455227851867676,,,,,,256,3,4,,,,,,,0.99,,,0.01,,models\best_REINFORCE_u4_t40_seed0.pth,,,4.889514900045469,,,,,,,round_robin,1,320,,40,0.25238149997312576,6.309537499328144,
REINFORCE_baseline_public25_seed0_20260810_001022,REINFORCE,baseline,u4_t60,4,60,0,8,2026-08-10 00:11:21,59.383393199997954,,,2370.5873239916796,2293.7625219347574,55.537450251090306,1.0,8,8,0,1806.5079979530447,1,1806.5079979530447,8,5.751700358674321,MinBattery_NearestTask,1708.2543276618485,2452.0766097704714,-0.2963959276676178,,2.595839500427246,,,,,,256,3,4,,,,,,,0.99,,,0.01,,models\best_REINFORCE_u4_t60_seed0.pth,,,7.547627400024794,,,,,,,round_robin,1,480,,60,0.43745130009483546,7.290855001580591,
REINFORCE_baseline_public25_seed0_20260810_001022,REINFORCE,baseline,u4_t80,4,80,0,9,2026-08-10 00:11:33,70.72900119994301,,,3055.675309795334,3009.954928351467,22.02301631968191,1.0,8,8,0,1907.8323990572944,1,1907.8323990572944,9,3.5484766030064723,MinBattery_NearestTask,1842.4533722226693,3001.7744400044194,0.3729715645313263,,2.8694827556610107,,,,,,256,3,4,,,,,,,0.99,,,0.01,,models\best_REINFORCE_u4_t80_seed0.pth,,,11.33047260006424,,,,,,,round_robin,1,640,,80,1.0414410000666976,13.01801250083372,
REINFORCE_baseline_public25_seed0_20260810_001022,REINFORCE,baseline,u4_t100,4,100,0,10,2026-08-10 00:11:49,86.59035019995645,,,3729.1999225297686,3350.770911663509,152.45903135026808,1.0,8,8,0,2632.29075366947,1,2632.29075366947,10,34.2568056441956,MinBattery_NearestTask,1960.6385993165281,3788.7440276745037,0.5881533026695251,,3.073472738265991,,,,,,256,3,4,,,,,,,0.99,,,0.01,,models\best_REINFORCE_u4_t100_seed0.pth,,,15.845115200034343,,,,,,,round_robin,1,800,,100,1.0511485000606626,10.511485000606626,
